Date,Price Index,Mortgage Rate,Oil Price,NASDAQ,Lumber Price Index,Construction,Fed Funds Rate
2020-08-01,224.07,40.15048,42.34,11212.29038095238,265.0,1213.0,0.1
2020-09-01,226.825,39.53488,39.63,11088.679523809524,285.6,1218.0,0.09
2020-10-01,229.841,38.768809999999995,39.4,11435.233863636366,279.2,1228.0,0.09
2020-11-01,232.351,37.8249,40.94,11794.46130665,266.4,1248.0,0.09
2020-12-01,234.405,36.71683,47.02,12619.050909090909,274.7,1262.0,0.09
2021-01-01,236.482,37.4145,52.0,13186.605789473684,292.4,1282.0,0.09
2021-02-01,239.265,38.440490000000004,59.04,13737.403684210525,300.1,1286.0,0.08
2021-03-01,244.264,42.16826,62.33,13168.811304347828,311.9,1308.0,0.07
2021-04-01,249.859,41.86047,61.72,13900.438095238096,326.1,1320.0,0.07
2021-05-01,255.484,40.52668,65.17,13517.6825,358.0,1338.0,0.06
2021-06-01,261.207,40.69767,71.38,14097.169090909092,360.6,1372.0,0.08
2021-07-01,265.54200000000003,39.23393,72.49,14639.072857142857,324.308,1387.0,0.1
2021-08-01,268.82,38.885090000000005,67.73,14856.517727272727,300.876,1412.0,0.09
2021-09-01,271.47700000000003,39.67168,71.65,15023.538571428571,293.026,1437.0,0.08
2021-10-01,273.693,41.96306,81.48,14879.012380952381,297.671,1464.0,0.08
2021-11-01,276.07,41.96306,79.15,15814.932857142856,301.796,1493.0,0.08
2021-12-01,278.653,42.3803,71.71,15474.431818181818,319.323,1526.0,0.08
2022-01-01,282.039,47.12722,83.22,14531.3775,349.222,1553.0,0.08
2022-02-01,287.284,51.47059,91.64,13898.727894736841,359.934,1581.0,0.08
2022-03-01,295.123,57.0725,108.5,13623.263043478259,372.86400000000003,1631.0,0.2
2022-04-01,301.789,68.16005,101.78,13394.163,356.444,1669.0,0.33
2022-05-01,306.569,71.54583000000001,109.55,11829.729523809525,358.834,1680.0,0.77
2022-06-01,308.334,75.54035999999999,114.84,11418.919047619047,334.275,1688.0,1.21
2022-07-01,307.135,74.04241,101.62,11622.6315,331.66900000000004,1683.0,1.68
2022-08-01,303.649,71.44323,93.67,12570.260434782607,329.173,1702.0,2.33
2022-09-01,300.451,83.61149,84.26,11402.85,322.849,1698.0,2.56
2022-10-01,298.672,94.39124,87.55,10801.494285714285,317.617,1710.0,3.08
2022-11-01,296.809,93.09166,84.37,10973.638095238095,312.86400000000003,1695.0,3.78
2022-12-01,294.266,87.05882,76.44,10838.995714285715,308.07599999999996,1696.0,4.1
2023-01-01,292.444,85.80711,78.12,11013.991,306.461,1695.0,4.33
