DATE,NFCI
2001-07-01,-0.48500000000000000000
2001-08-01,-0.48400000000000000000
2001-09-01,-0.35250000000000000000
2001-10-01,-0.37000000000000000000
2001-11-01,-0.40400000000000000000
2001-12-01,-0.35500000000000000000
2002-01-01,-0.43250000000000000000
2002-02-01,-0.49500000000000000000
2002-03-01,-0.50400000000000000000
2002-04-01,-0.55500000000000000000
2002-05-01,-0.63000000000000000000
2002-06-01,-0.58000000000000000000
2002-07-01,-0.48250000000000000000
2002-08-01,-0.42400000000000000000
2002-09-01,-0.38250000000000000000
2002-10-01,-0.37750000000000000000
2002-11-01,-0.44600000000000000000
2002-12-01,-0.47250000000000000000
2003-01-01,-0.51800000000000000000
2003-02-01,-0.54250000000000000000
2003-03-01,-0.57250000000000000000
2003-04-01,-0.66250000000000000000
2003-05-01,-0.73000000000000000000
2003-06-01,-0.73000000000000000000
2003-07-01,-0.73250000000000000000
2003-08-01,-0.68600000000000000000
2003-09-01,-0.67750000000000000000
2003-10-01,-0.71000000000000000000
2003-11-01,-0.73000000000000000000
2003-12-01,-0.72250000000000000000
2004-01-01,-0.77000000000000000000
2004-02-01,-0.82000000000000000000
2004-03-01,-0.82250000000000000000
2004-04-01,-0.78400000000000000000
2004-05-01,-0.71500000000000000000
2004-06-01,-0.69750000000000000000
2004-07-01,-0.69800000000000000000
2004-08-01,-0.70250000000000000000
2004-09-01,-0.71000000000000000000
2004-10-01,-0.71000000000000000000
2004-11-01,-0.72000000000000000000
2004-12-01,-0.71600000000000000000
2005-01-01,-0.71250000000000000000
2005-02-01,-0.72750000000000000000
2005-03-01,-0.70000000000000000000
2005-04-01,-0.64000000000000000000
2005-05-01,-0.61250000000000000000
2005-06-01,-0.62000000000000000000
2005-07-01,-0.63400000000000000000
2005-08-01,-0.62500000000000000000
2005-09-01,-0.59200000000000000000
2005-10-01,-0.58250000000000000000
2005-11-01,-0.59250000000000000000
2005-12-01,-0.57400000000000000000
2006-01-01,-0.60250000000000000000
2006-02-01,-0.64500000000000000000
2006-03-01,-0.64400000000000000000
2006-04-01,-0.64000000000000000000
2006-05-01,-0.62250000000000000000
2006-06-01,-0.56600000000000000000
2006-07-01,-0.55500000000000000000
2006-08-01,-0.60250000000000000000
2006-09-01,-0.62000000000000000000
2006-10-01,-0.63250000000000000000
2006-11-01,-0.64750000000000000000
2006-12-01,-0.64200000000000000000
2007-01-01,-0.68250000000000000000
2007-02-01,-0.69750000000000000000
2007-03-01,-0.63600000000000000000
2007-04-01,-0.61250000000000000000
2007-05-01,-0.57750000000000000000
2007-06-01,-0.54800000000000000000
2007-07-01,-0.42750000000000000000
2007-08-01,0.09400000000000000000
2007-09-01,0.24750000000000000000
2007-10-01,0.02500000000000000000
2007-11-01,0.33800000000000000000
2007-12-01,0.63500000000000000000
2008-01-01,0.45250000000000000000
2008-02-01,0.61600000000000000000
2008-03-01,0.94500000000000000000
2008-04-01,0.75250000000000000000
2008-05-01,0.48200000000000000000
2008-06-01,0.60000000000000000000
2008-07-01,0.71500000000000000000
2008-08-01,0.69600000000000000000
2008-09-01,1.3475000000000000
2008-10-01,2.3500000000000000
2008-11-01,2.6250000000000000
2008-12-01,2.5250000000000000
2009-01-01,1.9440000000000000
2009-02-01,1.8100000000000000
2009-03-01,1.8675000000000000
2009-04-01,1.4525000000000000
2009-05-01,0.95000000000000000000
2009-06-01,0.73250000000000000000
2009-07-01,0.51000000000000000000
2009-08-01,0.23750000000000000000
2009-09-01,0.10250000000000000000
2009-10-01,0.01200000000000000000
2009-11-01,-0.04250000000000000000
2009-12-01,-0.13500000000000000000
2010-01-01,-0.22400000000000000000
2010-02-01,-0.24000000000000000000
2010-03-01,-0.40250000000000000000
2010-04-01,-0.47600000000000000000
2010-05-01,-0.19750000000000000000
2010-06-01,-0.07750000000000000000
2010-07-01,-0.23200000000000000000
2010-08-01,-0.31750000000000000000
2010-09-01,-0.34250000000000000000
2010-10-01,-0.44600000000000000000
2010-11-01,-0.49000000000000000000
2010-12-01,-0.52200000000000000000
2011-01-01,-0.61000000000000000000
2011-02-01,-0.63000000000000000000
2011-03-01,-0.58000000000000000000
2011-04-01,-0.61600000000000000000
2011-05-01,-0.60250000000000000000
2011-06-01,-0.53750000000000000000
2011-07-01,-0.48400000000000000000
2011-08-01,-0.21000000000000000000
2011-09-01,-0.00800000000000000000
2011-10-01,-0.02500000000000000000
2011-11-01,-0.02750000000000000000
2011-12-01,-0.03000000000000000000
2012-01-01,-0.21500000000000000000
2012-02-01,-0.36250000000000000000
2012-03-01,-0.42200000000000000000
2012-04-01,-0.39750000000000000000
2012-05-01,-0.29000000000000000000
2012-06-01,-0.22200000000000000000
2012-07-01,-0.31000000000000000000
2012-08-01,-0.40000000000000000000
2012-09-01,-0.49000000000000000000
2012-10-01,-0.53750000000000000000
2012-11-01,-0.53400000000000000000
2012-12-01,-0.57000000000000000000
2013-01-01,-0.62750000000000000000
2013-02-01,-0.64250000000000000000
2013-03-01,-0.65800000000000000000
2013-04-01,-0.69750000000000000000
2013-05-01,-0.73000000000000000000
2013-06-01,-0.65250000000000000000
2013-07-01,-0.65750000000000000000
2013-08-01,-0.68000000000000000000
2013-09-01,-0.68500000000000000000
2013-10-01,-0.73000000000000000000
2013-11-01,-0.79000000000000000000
2013-12-01,-0.81500000000000000000
2014-01-01,-0.79800000000000000000
2014-02-01,-0.78750000000000000000
2014-03-01,-0.80000000000000000000
2014-04-01,-0.79250000000000000000
2014-05-01,-0.80000000000000000000
2014-06-01,-0.82000000000000000000
2014-07-01,-0.79500000000000000000
2014-08-01,-0.75800000000000000000
2014-09-01,-0.71750000000000000000
2014-10-01,-0.65800000000000000000
2014-11-01,-0.67500000000000000000
2014-12-01,-0.62000000000000000000
2015-01-01,-0.53800000000000000000
2015-02-01,-0.53500000000000000000
2015-03-01,-0.56500000000000000000
2015-04-01,-0.57750000000000000000
2015-05-01,-0.57200000000000000000
2015-06-01,-0.56500000000000000000
2015-07-01,-0.53800000000000000000
2015-08-01,-0.45750000000000000000
2015-09-01,-0.40250000000000000000
2015-10-01,-0.45800000000000000000
2015-11-01,-0.48500000000000000000
2015-12-01,-0.40250000000000000000
2016-01-01,-0.30600000000000000000
2016-02-01,-0.28500000000000000000
2016-03-01,-0.36500000000000000000
2016-04-01,-0.40000000000000000000
2016-05-01,-0.38750000000000000000
2016-06-01,-0.36000000000000000000
2016-07-01,-0.35800000000000000000
2016-08-01,-0.36750000000000000000
2016-09-01,-0.34200000000000000000
2016-10-01,-0.35500000000000000000
2016-11-01,-0.41500000000000000000
