Date,Price Index,CPI,Sales Price,NASDAQ,Lumber Price Index,Construction
2019-07-01,211.356,256.57,318400.0,8205.598727272727,236.6,1146.0
2019-08-01,211.715,256.56,318400.0,7910.932227272727,235.5,1149.0
2019-09-01,211.892,256.76,318400.0,8087.6999000000005,235.9,1161.0
2019-10-01,211.984,257.35,327100.0,8079.278217391304,235.3,1160.0
2019-11-01,212.121,257.21,327100.0,8517.57705,235.1,1165.0
2019-12-01,212.251,256.97,327100.0,8778.591476190477,235.5,1177.0
2020-01-01,212.413,257.97,329000.0,9233.359904761905,235.7,1195.0
2020-02-01,213.235,258.68,329000.0,9418.850105263155,238.0,1213.0
2020-03-01,215.213,258.12,329000.0,7772.205136363635,241.5,1215.0
2020-04-01,217.26,256.39,322600.0,8292.407761904762,236.5,1193.0
2020-05-01,218.509,256.39,322600.0,9105.65565,237.7,1180.0
2020-06-01,219.835,257.8,322600.0,9839.970954545455,243.3,1183.0
2020-07-01,221.59,259.1,337500.0,10499.862909090909,250.5,1201.0
2020-08-01,224.07,259.92,337500.0,11212.29038095238,265.0,1213.0
2020-09-01,226.825,260.28,337500.0,11088.679523809524,285.6,1218.0
2020-10-01,229.841,260.39,358700.0,11435.233863636366,279.2,1228.0
2020-11-01,232.351,260.23,358700.0,11794.46130665,266.4,1248.0
2020-12-01,234.405,260.47,358700.0,12619.050909090909,274.7,1262.0
2021-01-01,236.482,261.58,369800.0,13186.605789473684,292.4,1282.0
2021-02-01,239.265,263.01,369800.0,13737.403684210525,300.1,1286.0
2021-03-01,244.264,264.88,369800.0,13168.811304347828,311.9,1308.0
2021-04-01,249.859,267.05,382600.0,13900.438095238096,326.1,1320.0
2021-05-01,255.484,269.2,382600.0,13517.6825,358.0,1338.0
2021-06-01,261.207,271.7,382600.0,14097.169090909092,360.6,1372.0
2021-07-01,265.54200000000003,273.0,411200.0,14639.072857142857,324.308,1387.0
2021-08-01,268.82,273.57,411200.0,14856.517727272727,300.876,1412.0
2021-09-01,271.47700000000003,274.31,411200.0,15023.538571428571,293.026,1437.0
2021-10-01,273.693,276.59,423600.0,14879.012380952381,297.671,1464.0
2021-11-01,276.07,277.95,423600.0,15814.932857142856,301.796,1493.0
2021-12-01,278.653,278.8,423600.0,15474.431818181818,319.323,1526.0
2022-01-01,282.039,281.15,433100.0,14531.3775,349.222,1553.0
2022-02-01,287.284,283.72,433100.0,13898.727894736841,359.934,1581.0
2022-03-01,295.123,287.5,433100.0,13623.263043478259,372.86400000000003,1631.0
2022-04-01,301.789,289.11,449300.0,13394.163,356.444,1669.0
2022-05-01,306.569,292.3,449300.0,11829.729523809525,358.834,1680.0
2022-06-01,308.334,296.31,449300.0,11418.919047619047,334.275,1688.0
2022-07-01,307.135,296.28,468000.0,11622.6315,331.66900000000004,1683.0
2022-08-01,303.649,296.17,468000.0,12570.260434782607,329.173,1702.0
2022-09-01,300.451,296.81,468000.0,11402.85,322.849,1698.0
2022-10-01,298.672,298.01,479500.0,10801.494285714285,317.617,1710.0
2022-11-01,296.809,297.71,479500.0,10973.638095238095,312.86400000000003,1695.0
2022-12-01,294.266,296.8,479500.0,10838.995714285715,308.07599999999996,1696.0
2023-01-01,292.444,299.17,436800.0,11013.991,306.461,1695.0
