Date,Price Index,GDP,30-Year Rate Avg,Monthly Supply,Median Price,Permits,Sentiment Index
2020-02-01,213.235,21538.032000000003,3.465,5.6,329000.0,1440.0,101.0
2020-03-01,215.213,21538.032000000003,3.45,6.5,329000.0,1348.0,89.1
2020-04-01,217.26,19636.731,3.306,6.9,322600.0,1050.0,71.8
2020-05-01,218.509,19636.731,3.2325,5.4,322600.0,1253.0,72.3
2020-06-01,219.835,19636.731,3.1624999999999996,3.8,322600.0,1329.0,78.1
2020-07-01,221.59,21362.428,3.016,3.4,337500.0,1526.0,72.5
2020-08-01,224.07,21362.428,2.935,3.3,337500.0,1564.0,74.1
2020-09-01,226.825,21362.428,2.89,3.4,337500.0,1643.0,80.4
2020-10-01,229.841,21704.706000000002,2.834,3.3,358700.0,1622.0,81.8
2020-11-01,232.351,21704.706000000002,2.765,4.0,358700.0,1713.0,76.9
2020-12-01,234.405,21704.706000000002,2.684,4.1,358700.0,1760.0,80.7
2021-01-01,236.482,22313.85,2.735,4.0,369800.0,1866.0,79.0
2021-02-01,239.265,22313.85,2.81,4.9,369800.0,1700.0,76.8
2021-03-01,244.264,22313.85,3.0825,4.4,369800.0,1731.0,84.9
2021-04-01,249.859,23046.933999999997,3.0600000000000005,4.7,382600.0,1714.0,88.3
2021-05-01,255.484,23046.933999999997,2.9625000000000004,5.6,382600.0,1680.0,82.9
2021-06-01,261.207,23046.933999999997,2.975,5.8,382600.0,1644.0,85.5
2021-07-01,265.54200000000003,23550.42,2.868,5.7,411200.0,1618.0,81.2
2021-08-01,268.82,23550.42,2.8425000000000002,6.5,411200.0,1837.0,70.3
2021-09-01,271.47700000000003,23550.42,2.8999999999999995,6.0,411200.0,1636.0,72.8
2021-10-01,273.693,24349.121,3.0675,6.8,423600.0,1727.0,71.7
2021-11-01,276.07,24349.121,3.0675,6.0,423600.0,1775.0,67.4
2021-12-01,278.653,24349.121,3.098,5.6,423600.0,1948.0,70.6
2022-01-01,282.039,24740.48,3.4450000000000003,5.8,433100.0,1898.0,67.2
2022-02-01,287.284,24740.48,3.7625,6.2,433100.0,1817.0,62.8
2022-03-01,295.123,24740.48,4.172,7.0,433100.0,1877.0,59.4
2022-04-01,301.789,25248.476000000002,4.9825,8.5,449300.0,1795.0,65.2
2022-05-01,306.569,25248.476000000002,5.23,8.3,449300.0,1708.0,58.4
2022-06-01,308.334,25248.476000000002,5.522,9.5,449300.0,1701.0,50.0
2022-07-01,307.135,25723.941000000003,5.4125,10.1,468000.0,1658.0,51.5
2022-08-01,303.649,25723.941000000003,5.2225,8.7,468000.0,1586.0,58.2
2022-09-01,300.451,25723.941000000003,6.112,9.7,468000.0,1588.0,58.6
2022-10-01,298.672,26137.992000000002,6.9,9.7,479500.0,1555.0,59.9
2022-11-01,296.809,26137.992000000002,6.805,9.4,479500.0,1402.0,56.8
2022-12-01,294.266,26137.992000000002,6.364,8.5,479500.0,1409.0,59.7
2023-01-01,292.444,26486.287,6.2725,8.1,436800.0,1354.0,64.9
